ID,Arrondissement,Nom_parc_lieu,Proximite_jeux_repere,Intersection,Etat,Remarques,Precision_localisation,X,Y,Latitude,Longitude
1,Saint-Léonard,Delorme,bocce,rue Loranger/rue Péguy,,,orthophotographies,297819.89,5050237.94,45.5920117541965,-73.589462375603
2,Saint-Léonard,Delorme,pavillon,rue Loranger/rue Péguy,,,orthophotographies,297773.67,5050257.68,45.5921889147626,-73.5900550494669
3,Saint-Léonard,Delorme,pavillon,rue Loranger/rue Péguy,,,orthophotographies,297855.21,5050101.09,45.5907806932441,-73.5890077418093
4,Saint-Léonard,Delorme,montagne,rue Loranger/rue Péguy,,,orthophotographies,297774.77,5050256.8,45.5921810073908,-73.590040938345
5,Saint-Léonard,Delorme,basketball et soccer,entrée boulevard Robert,,,orthophotographies,297654.59,5050300.62,45.5925740874714,-73.5915819002069
6,Saint-Léonard,Ferland,pavillon,rue Belcourt /boulevard Lavoisier,,,orthophotographies,297118.07,5050704,45.5961980909595,-73.5984647530588
7,Saint-Léonard,Ferland,piscine,rue Belcourt /boulevard Lavoisier,,accès restreint,orthophotographies,297138.85,5050685.88,45.5960352715738,-73.5981981170499
8,Saint-Léonard,Pie-XII,bocce,rue Jean-Marie Lefebvre/boul. Lavoisier,,,orthophotographies,296529.51,5050026.57,45.5900956399991,-73.6059972563072
9,Saint-Léonard,Pie-XII,basketball,rue Dujarié/rue Le Corbusier,,,orthophotographies,296526.98,5049953.5,45.5894381057632,-73.6060284435696
10,Saint-Léonard,Pie-XII,piscine,rue Dujarié/rue de Nevers,,accès restreint,orthophotographies,296464.97,5049913.19,45.5890746447919,-73.6068224849356
11,Saint-Léonard,Pie-XII,piscine,rue Dujarié/rue de Nevers,,accès restreint,orthophotographies,296464.26,5049912.13,45.5890650981076,-73.6068315662484
12,Saint-Léonard,Coubertin,pavillon,rue Valéry/rue Narbonne,,,orthophotographies,296215.93,5049339.91,45.5839130808075,-73.6100041217273
13,Saint-Léonard,Coubertin,pavillon,rue Valéry/rue Narbonne,,,orthophotographies,296215.93,5049338.32,45.5838987735332,-73.6100040937848
14,Saint-Léonard,Luigi-Pirandello,bocce,rue Jean-Rivard/rue de Nice,,,orthophotographies,296717.63,5048690.13,45.5780721805316,-73.6035641400041
15,Saint-Léonard,Hébert (Stade),baseball,rue Colbert/boul. Métropolitain Est,,,orthophotographies,297450.41,5048206.42,45.5737277378482,-73.5941673390367
16,Saint-Léonard,Hébert (Stade),soccer,rue de Viterbe/rue de Viterbe,,,orthophotographies,297595.18,5048152.18,45.5732411836133,-73.5923116621237
17,Saint-Léonard,Hébert (Stade),pavillon,rue Colbert/boul. Provencher,,,orthophotographies,297620.82,5048037.96,45.5722136618172,-73.5919814726014
18,Saint-Léonard,Hébert (Stade),stade (l'entrée sous-sol),rue Colbert/boul. Métropolitain Est,,,orthophotographies,297518.57,5048198.03,45.5736529585963,-73.5932939085551
19,Saint-Léonard,Hébert (Parc),piscine,rue Colbert/boul. Provencher,,accès restreint,orthophotographies,297589.11,5048062.64,45.5724354122334,-73.5923881127418
20,Saint-Léonard,Hébert (Parc),piscine,rue Colbert/boul. Provencher,,accès restreint,orthophotographies,297587.9,5048061.19,45.5724223521469,-73.5924035942125
21,Saint-Léonard,Hébert (Parc),piscine,rue Colbert/boul. Provencher,,accès restreint,orthophotographies,297575.68,5048086.1,45.5726463732631,-73.5925605285234
22,Saint-Léonard,Hébert (Parc),piscine,rue Colbert/boul. Provencher,,accès restreint,orthophotographies,297577.76,5048084.96,45.5726361367813,-73.592533862021
23,Saint-Léonard,Hébert (Parc),piscine,rue Colbert/boul. Provencher,,accès restreint,orthophotographies,297579.26,5048083.81,45.5726258042923,-73.5925146265321
24,Saint-Léonard,Hébert (Parc),piscine,rue Colbert/boul. Provencher,,accès restreint,orthophotographies,297581.13,5048082.8,45.5726167354014,-73.5924906525568
25,Saint-Léonard,Hébert (Parc),carré de sable,rue Colbert/boul. Provencher,,,orthophotographies,297575.08,5048019.23,45.5720446501215,-73.5925672274284
26,Saint-Léonard,Ladauversière,bocce,rue de Meudon/boul. Lacordaire,,,orthophotographies,298274.39,5049047.39,45.5813032552857,-73.5836212582356
27,Saint-Léonard,Ladauversière,piscine,rue de Meudon/boul. Lacordaire,,accès restreint,orthophotographies,298309.22,5049078.31,45.5815818084528,-73.5831753467495
28,Saint-Léonard,Ladauversière,piscine,rue de Meudon/boul. Lacordaire,,accès restreint,orthophotographies,298350.2,5049103.86,45.5818120960631,-73.5826505511845
29,Saint-Léonard,Ladauversière,piscine,rue de Meudon/boul. Lacordaire,,accès restreint,orthophotographies,298358.77,5049108.4,45.5818530277291,-73.5825407914425
30,Saint-Léonard,Ladauversière,piscine,rue de Meudon/boul. Lacordaire,,accès restreint,orthophotographies,298312.39,5049071.44,45.5815200197243,-73.5831346339605
31,Saint-Léonard,Ladauversière,baseball,rue Jean-Talon Est/rue de Pontoise,,,orthophotographies,298489.01,5049176.95,45.5824710546093,-73.5808727253446
32,Saint-Léonard,Giuseppe-Garibaldi,piscine,rue de Côme/rue La Dauversière,,accès restreint,orthophotographies,299177.5,5049649.24,45.586726764106,-73.5720554549725
33,Saint-Léonard,Giuseppe-Garibaldi,pavillon,rue de Côme/rue La Dauversière,,,orthophotographies,299163.16,5049603.25,45.5863128166389,-73.5722386990733
34,Saint-Léonard,Giuseppe-Garibaldi,pavillon,rue de Côme/rue La Dauversière,,,orthophotographies,299160.52,5049604.25,45.586321793531,-73.5722725434083
35,Saint-Léonard,Giuseppe-Garibaldi,baseball,rue Liénard/rue La Dauversière,,,orthophotographies,299039.32,5049611.05,45.5863819887031,-73.573825856362
36,Saint-Léonard,Saint-Léonard,pavillon de la scène,boul. Lacordaire/rue des Galets,,,orthophotographies,297412.2,5049561.24,45.5859184052737,-73.5946773947037
37,Saint-Léonard,Saint-Léonard,pavillon de la scène,boul. Lacordaire/rue des Galets,,,orthophotographies,297418.27,5049552.31,45.5858381150145,-73.5945994705437
38,Saint-Léonard,Saint-Léonard,pavillon de la scène,boul. Lacordaire/rue des Galets,,,orthophotographies,297425.29,5049566.73,45.585967944774,-73.5945097246301
39,Saint-Léonard,Saint-Léonard,pavillon de la scène,boul. Lacordaire/rue des Galets,,,orthophotographies,297428.27,5049557.43,45.5858842922942,-73.5944713944749
40,Saint-Léonard,aréna Martin-Brodeur,soccer,rue des Galets/rue de l'Aunis,,,orthophotographies,297119.5,5049569.42,45.5859888409044,-73.5984285768339
41,Saint-Léonard,aréna Martin-Brodeur,aréna,rue des Galets/rue de l'Aunis,,,orthophotographies,297102.72,5049449.89,45.5849130902329,-73.5986417349467
42,Saint-Léonard,aréna Martin-Brodeur,aréna,rue des Galets/rue de l'Aunis,,,orthophotographies,297107.02,5049453.19,45.5849428321497,-73.5985866818955
43,Ahuntsic-Cartierville,Prieur,jardins communautaires,rue Sackville/rue Prieur Est,,accès restreint,orthophotographies,293151.73,5048680.08,45.5779311872942,-73.6492557330476
44,Ahuntsic-Cartierville,,jardins communautaires,rue Frémont/avenue De Chateaubriand,,accès restreint,orthophotographies,292953.69,5045875.79,45.5526940005986,-73.6517253756271
45,Ahuntsic-Cartierville,,jardins communautaires,rue Deschamps/rue Letellier,,accès restreint,orthophotographies,289589.09,5044953.59,45.54433039908,-73.6947896703629
46,Ahuntsic-Cartierville,,jardins communautaires,rue Deschamps/rue Letellier,,accès restreint,orthophotographies,288688.91,5042752.27,45.5245019742243,-73.7062448098801
47,Ahuntsic-Cartierville,du Petit-Bois-Franc,jardins communautaires,rue Dudemaine/rue Grenet,,accès restreint,orthophotographies,289590.59,5044960.86,45.5443958495668,-73.694770687498
48,Ahuntsic-Cartierville,Ahuntsic (près de),jardins communautaires,avenue Durham/boul. Henri-Bourassa Est,,accès restreint,orthophotographies,291837.96,5046357.6,45.5570096029911,-73.6660281500602
49,Ahuntsic-Cartierville,Marcelin-Wilson,jardins communautaires,avenue Marcelin-Wilson/rue Defoy,,accès restreint,orthophotographies,290512.32,5044177.23,45.5373640079733,-73.6829442674349
50,Ahuntsic-Cartierville,Saint-Sulpice (JC),jardins communautaires,ave Émile-Journault/ave André-Grasset,,accès restreint,orthophotographies,294235.31,5046379.95,45.5572512175254,-73.6353215573431
51,Ahuntsic-Cartierville,Saint-Sulpice (JC),jardins communautaires,ave Émile-Journault/ave André-Grasset,,accès restreint,orthophotographies,294184.58,5046303.11,45.5565590150628,-73.6359696810356
52,Ahuntsic-Cartierville,Du Sault-au-Récollets (JC),jardins communautaires,rue du Pressoir (tourne-bride)/boul. Gouin Est,,accès restreint,orthophotographies,292333.66,5048494.82,45.5762499897693,-73.6597333507135
53,Ahuntsic-Cartierville,Ahuntsic,,rue Lajeunesse/rue Prieur Est,,,orthophotographies,291787.23,5046257.8,45.5561106256678,-73.6666752827003
54,Ahuntsic-Cartierville,Avila-Vidal,module de jeux,rue Filion/rue de la Paix,,,orthophotographies,289515.25,5043300.34,45.5294523034188,-73.6956836482082
55,Ahuntsic-Cartierville,De Beauséjour,,boul. Gouin Ouest/rue Henri-D'Arles,,,orthophotographies,286655.11,5043216.86,45.5286325299218,-73.7322973382624
56,Ahuntsic-Cartierville,Du Cardinal-Paul-Émile-Léger,,rue Chabanel Est/ave De Galinée,,,orthophotographies,293685.77,5046588.35,45.5591179113194,-73.6423652483467
57,Ahuntsic-Cartierville,Du Boisé-De-Saint-Sulpice,,ave Olivier-Maurault/rue Legendre Est,,,orthophotographies,293771.51,5046057.51,45.5543426076567,-73.6412550160094
58,Ahuntsic-Cartierville,De Bordeaux,,rue Viel/boul. de l'Acadie,,,orthophotographies,289197.05,5044677.87,45.5418407134645,-73.6998012836626
59,Ahuntsic-Cartierville,Roland-Giguère,,Place de l'Acadie (tourne-bride),,,orthophotographies,290685.06,5043602.12,45.5321924961963,-73.6807158813562
60,Ahuntsic-Cartierville,D'Auteuil,baseball,rue Saint-Denis/rue Sauvé Est,,,orthophotographies,292630.73,5045446.11,45.548822033059,-73.6558510868443
61,Ahuntsic-Cartierville,D'Auteuil,pavillon,rue Saint-Denis/rue Sauvé Est,,,orthophotographies,292562.6,5045548.7,45.5497439773201,-73.656726185786
62,Ahuntsic-Cartierville,D'Auteuil,,rue Saint-Denis/rue Sauvé Est,,,orthophotographies,292510,5045500.53,45.5493096019002,-73.6573986293737
63,Ahuntsic-Cartierville,Ahuntsic,,rue Lajeunesse/rue Prieur Est,,,orthophotographies,292107.24,5046329.48,45.5567615314066,-73.6625782814415
64,Ahuntsic-Cartierville,Ahuntsic,,rue Lajeunesse/rue Prieur Est,,,orthophotographies,292107.24,5046329.48,45.5567615314066,-73.6625782814415
65,Ahuntsic-Cartierville,De la Merci,,boul. Gouin Est/rue Poincaré,,,orthophotographies,289403.22,5045174.2,45.546311432748,-73.6971768320911
66,Ahuntsic-Cartierville,De Mésy,,rue Legault/rue Grenet,,,orthophotographies,287819.83,5043362.35,45.5299710451682,-73.7173913333422
67,Ahuntsic-Cartierville,Des Hirondelles,,rue Fleury Est/rue Larose,,,orthophotographies,293882.41,5048443.23,45.5758117920313,-73.6398878627745
68,Ahuntsic-Cartierville,Des Hirondelles,,rue Fleury Est/rue Larose,,,orthophotographies,293830.99,5048325.81,45.5747544042729,-73.6405440732804
69,Ahuntsic-Cartierville,Des Hirondelles,,rue Fleury Est/rue Larose,,,orthophotographies,293743.44,5048479.59,45.5761367754353,-73.6416693125804
70,Ahuntsic-Cartierville,Des Hirondelles,,rue Fleury Est/rue Larose,,,orthophotographies,293469.35,5048691.27,45.5780371229728,-73.6451861649691
71,Ahuntsic-Cartierville,Gabriel-Lalemant,,rue de Lille/rue Sauvé Est,,,orthophotographies,293648.93,5047932.46,45.5712120325848,-73.6428677953635
72,Ahuntsic-Cartierville,Gabreil-Lalemand,,rue Sauvé Est/rue de Lille,,,orthophotographies,293655.1,5047941.81,45.5712962654717,-73.6427889586055
73,Ahuntsic-Cartierville,Henri-Julien,,rue Saint-Denis/rue Legendre Est,,,orthophotographies,293660.36,5047951.68,45.5713851628507,-73.642721792405
74,Ahuntsic-Cartierville,Henri-Julien,,rue Saint-Denis/rue Legendre Est,,,orthophotographies,293129.31,5045314.83,45.5476492655392,-73.6494626952386
75,Ahuntsic-Cartierville,Henri-Julien,,rue Saint-Denis/rue Legendre Est,,,orthophotographies,293130.87,5045310.16,45.5476072694801,-73.6494426055465
76,Ahuntsic-Cartierville,Henri-Julien,,rue Saint-Denis/rue Legendre Est,,,orthophotographies,293109.09,5045210.14,45.5467068913082,-73.6497191443933
77,Ahuntsic-Cartierville,Henri-Julien,,rue Saint-Denis/rue Legendre Est,,,orthophotographies,293017.24,5045327.11,45.5477578781529,-73.6508982296043
78,Ahuntsic-Cartierville,Henri-Julien,,rue Saint-Denis/rue Legendre Est,,,orthophotographies,293019.18,5045330.78,45.5477909348337,-73.6508734730469
79,Ahuntsic-Cartierville,Henri-Julien,,rue Saint-Denis/rue Legendre Est,,,orthophotographies,293013.12,5045351.45,45.5479768277479,-73.6509515792422
80,Ahuntsic-Cartierville,Henri-Julien,,rue Saint-Denis/rue Legendre Est,,,orthophotographies,293204.3,5045290.96,45.5474357279059,-73.64850176061
81,Ahuntsic-Cartierville,Henri-Julien,,rue Saint-Denis/rue Legendre Est,,,orthophotographies,292811.77,5045387.69,45.5482994905555,-73.6535310960871
82,Ahuntsic-Cartierville,Henri-Julien,,rue Saint-Denis/rue Legendre Est,,,orthophotographies,292940.52,5045395.48,45.5483717917014,-73.6518824127463
83,Ahuntsic-Cartierville,J.-J.-Gagnier,,rue J.-J.-Gagnier/rue Prieur Est,,,orthophotographies,293186.26,5048936.75,45.5802413529268,-73.6488193836908
84,Ahuntsic-Cartierville,Jean-Matucci,,ave. André-Grasset/ave. Émile-Journault,,,orthophotographies,294303.18,5046270.61,45.5562683676585,-73.6344498765934
85,Ahuntsic-Cartierville,Jean-Matucci,,ave. André-Grasset/ave. Émile-Journault,,,orthophotographies,294309.65,5046247.87,45.5560638433353,-73.6343665173268
86,Ahuntsic-Cartierville,Jeanne-Sauvé (parc du pont Ahuntsic),,rue Basile-Routhier/ave. Parc Stanley,,,orthophotographies,291311.43,5046366,45.5570751877587,-73.6727725677358
87,Ahuntsic-Cartierville,Lefebvre,,rue Cousineau/rue Laurin,,,orthophotographies,287416.23,5043075.41,45.5273791165665,-73.7225482655434
88,Ahuntsic-Cartierville,Lomer-Gouin,,rue De Saint-Firmin/boul. Gouin Est,,,orthophotographies,292400.48,5048161.69,45.5732535859795,-73.6588687254571
89,Ahuntsic-Cartierville,De Louisbourg,,rue De Louisbourg/rue De Meulles,,,orthophotographies,288649.87,5043302.87,45.5294555533529,-73.7067627243823
90,Ahuntsic-Cartierville,De Louisbourg,,rue De Louisbourg/rue De Meulles,,,orthophotographies,288616.64,5043185.73,45.5284007181151,-73.7071842802364
91,Ahuntsic-Cartierville,De Louisbourg,,rue De Louisbourg/rue De Meulles,,,orthophotographies,288600.47,5043243.34,45.5289187362999,-73.7073931971887
92,Ahuntsic-Cartierville,Marcelin-Wilson,,boul. de l'Acadie/rue Dudemaine,,,orthophotographies,290331.33,5044135.17,45.536981803372,-73.685260469424
93,Ahuntsic-Cartierville,Marcelin-Wilson,,boul. de l'Acadie/rue Dudemaine,,,orthophotographies,290350.95,5044125.36,45.5368939368997,-73.6850089618831
94,Ahuntsic-Cartierville,Marcelin-Wilson,,boul. de l'Acadie/rue Dudemaine,,,orthophotographies,290367.11,5044112.67,45.536780083019,-73.684801672572
95,Ahuntsic-Cartierville,Marcelin-Wilson,,boul. de l'Acadie/rue Dudemaine,,,orthophotographies,290391.92,5044097.09,45.5366404025044,-73.6844835434965
96,Ahuntsic-Cartierville,Maurice-Richard,,ave. Park Stanley/rue Basile-Routhier,,,orthophotographies,291256,5046411.88,45.5574869538941,-73.6734838273432
97,Ahuntsic-Cartierville,Nicolas-Viel,,boul. Gouin Ouest/rue Saint-Urbain,,,orthophotographies,290964.72,5045655.96,45.5506792271635,-73.6771934103038
98,Ahuntsic-Cartierville,Nicolas-Viel,,boul. Gouin Ouest/rue Saint-Urbain,,,orthophotographies,290966.02,5045661.89,45.5507326129766,-73.6771769284716
99,Ahuntsic-Cartierville,Olympia/Gouin,,boul. Gouin Est/boul. Olympia,,,orthophotographies,291996.46,5047112.49,45.5638052642209,-73.6640177269551
100,Ahuntsic-Cartierville,Stanley/rue piétonne,,ave. Park Stanley/ave. Durham,,,orthophotographies,291288.51,5046442.36,45.5577618537941,-73.6730682536757
101,Ahuntsic-Cartierville,Rosanne-Laflamme,,boul. O'Brien/rue Dudemaine,,,orthophotographies,289173.31,5043128.27,45.5278963770113,-73.7000558338182
102,Ahuntsic-Cartierville,Saint-Alphonse,,ave. Émile-Journault/ave. De Chateaubriand,,,orthophotographies,293831.96,5045535.49,45.5496462564262,-73.6404690611218
103,Ahuntsic-Cartierville,Saint-Alphonse,,ave. Émile-Journault/ave. De Chateaubriand,,,orthophotographies,293981.45,5045446.01,45.5488434239487,-73.6385525514252
104,Ahuntsic-Cartierville,Saint-André-Apôtre,,rue Prieur Ouest/ave. de l'Esplanade,,,orthophotographies,291473.29,5045153,45.5461633503817,-73.6706663041195
105,Ahuntsic-Cartierville,Saint-André-Apôtre,,rue Prieur Ouest/ave. de l'Esplanade,,,orthophotographies,291423.42,5045161.79,45.5462414897022,-73.6713051933843
106,Ahuntsic-Cartierville,Saint-Benoît,,rue Meilleur/rue Sauvé Ouest,,,orthophotographies,291816.18,5044545.09,45.5406996525384,-73.6662590343114
107,Ahuntsic-Cartierville,Sainte-Odile,,rue De Salaberry/rue Marsan,,,orthophotographies,288817.12,5043857.08,45.5344463717281,-73.7046395979109
108,Ahuntsic-Cartierville,Sainte-Odile,,rue De Salaberry/rue Marsan,,,orthophotographies,288775.21,5043938.22,45.5351755330588,-73.7051788515544
109,Ahuntsic-Cartierville,Sainte-Odile,,rue De Salaberry/rue Marsan,,,orthophotographies,288427.52,5044006.19,45.5357790660945,-73.709632861559
110,Ahuntsic-Cartierville,Saint-Paul-de-la-Croix,,rue Sauriol Est/ave. Hamel,,,orthophotographies,292831.25,5046832.43,45.5613000527921,-73.6533169667666
111,Ahuntsic-Cartierville,Saint-Paul-de-la-Croix,,ave. Hamel/rue Sauvé Est,,,orthophotographies,292945.4,5046756.6,45.5606196642886,-73.6518528982769
112,Ahuntsic-Cartierville,Saint-Simon-Apôtre,,rue Meunier/rue Legendre Est,,,orthophotographies,293149.89,5044456.84,45.5399291284247,-73.6491787141556
113,Ahuntsic-Cartierville,de Salaberry,,rue Pasteur/rue de Louisbourg,,,orthophotographies,289654.38,5044304.26,45.5384889439353,-73.6939334879104
114,Ahuntsic-Cartierville,du Sault-au-Récollet,,ave. Charton/rue Fleury Est,,,orthophotographies,292879.52,5047784.86,45.5698711311723,-73.6527218623452
115,Ahuntsic-Cartierville,du Sault-au-Récollet,,ave. Charton/rue Fleury Est,,,orthophotographies,292835.47,5047872.51,45.5706590755614,-73.6532883620273
116,Ahuntsic-Cartierville,Tolhurst,,rue Tolhurst/rue Fleury Ouest,,,orthophotographies,291886.3,5044916.85,45.5440461751636,-73.6653709519651
117,Ahuntsic-Cartierville,Victor-Barbeau,,rue Lucien-Plante/rue Ernest-Savignac,,,orthophotographies,294583.6,5046316.56,45.5566860114634,-73.6308590500136
118,Lachine,,piste de course,rue Esther-Blondin/rue Duff Court,,école secondaire Dalbé-Viau,orthophotographies,290727.24,5033930.29,45.4451622720691,-73.6798985861241
119,Lachine,Carignan,,42² ave/rue Provost,,,orthophotographies,288995.91,5033706.95,45.4431155533198,-73.7020236724136
120,Lachine,Dixie,,rue Victoria/54²ave,,,orthophotographies,287728.33,5033782.23,45.4437631502532,-73.7182296445682
121,Lachine,de la Renaissance,,ter. Louis-Basile_pigeon/ter.J.-S.-Aimé-Ashby,,,orthophotographies,289956.51,5033985.23,45.445640706095,-73.6897527879088
122,Lachine,Lasalle,,rue Victoria/10e ave,,,orthophotographies,291277.6,5033081.49,45.437535220174,-73.6728397903953
123,Lachine,Lasalle,,16e ave/rue Remembrance,,,orthophotographies,290983.65,5033112.99,45.4378129256955,-73.6765978490507
124,Lachine,Lasalle,stade,rue Saint-Ambroise/10e ave,,,orthophotographies,291310.61,5033287.33,45.4393881073424,-73.672423508368
125,Lachine,Lasalle,face au stade,10e ave/rue Saint-Ambroise,,,orthophotographies,291285.22,5033279.31,45.4393154491021,-73.6727478256452
126,Lachine,Lasalle,,rue Saint-Antoine/13e ave,,,orthophotographies,290973.32,5033326.31,45.4397322791747,-73.6767358769674
127,Lachine,Stoney Point,,boul. Saint-Joseph/46e ave,,,orthophotographies,288624.13,5032961.24,45.4363967988034,-73.7067515964051
128,Lachine,Saint-Louis,,boul. Saint-Joseph/32e ave,,,orthophotographies,289726.63,5032607.49,45.4332382208168,-73.6926492640046
129,Lachine,Village Saint-Louis,,rue Dalbé-Viau,,,orthophotographies,289434.38,5033821.1,45.4441525043676,-73.6964223087907
130,Lachine,Monk,,boul. Saint-Joseph/7e ave,,,orthophotographies,291448.26,5032370.28,45.431138677538,-73.6706391802007
131,Lachine,Brewster,,rue Broadway/44e ave,,,orthophotographies,288785.58,5032991.65,45.4366741589851,-73.7046890287225
132,Lachine,Grovehill,,rue Saint-Antoine/33e ave,,,orthophotographies,289611.5,5033420.94,45.4405555457854,-73.6941458049357
135,Lachine,Rosewood,,rue Rosewood/ave de Mount Vernon,,,orthophotographies,292866.13,5034445.43,45.4498375420882,-73.6525687702488
136,Lachine,Wilfrid-Vincent,,rues des Érables/ave Richardson,,,orthophotographies,292849.24,5033780.16,45.4438508299377,-73.6527685400731
137,Lachine,Sainte-Anne,,rue Provost/24e ave,,,orthophotographies,290340.85,5033539.99,45.4416422802227,-73.6848264937758
138,Verdun,Arthur-Therrien,,boul. Gaétan-Laberge/rue Rhéaume,,,orthophotographies,299963.51,5036342.72,45.4669954529513,-73.5618509460977
139,Verdun,Arthur-Therrien,,boul. Gaétan-Laberge/rue Hickson,,,orthophotographies,299954.98,5036007.6,45.4639798217384,-73.5619567276014
140,Verdun,Lacoursière,,chemin du Golf/rue des Camélias,,,orthophotographies,300864.9,5036251.56,45.4661808111553,-73.5503228895367
141,Verdun,Desmarchais,,boul. Lasalle/5e ave,,,orthophotographies,299821.62,5035074.19,45.4555796005352,-73.5636526445142
142,Verdun,Centre communautaire Marcel Giroux,cour arrière,rue Willibrord/rue Bannantyne,,,orthophotographies,298798.49,5035490.82,45.4593206045246,-73.5767392694651
143,Verdun,Adrien-D.Archambault,soccer,boulevard de la Forêt,,,orthophotographies,300300.8,5035022.26,45.4551155581432,-73.5575254659587
144,Verdun,Adrien-D.Archambault,soccer,boulevard de la Forêt,,,orthophotographies,300289.34,5035152.93,45.4562913183312,-73.5576731886907
145,Verdun,Duquette,,rue Newmarch/rue Dupuis,,,orthophotographies,298957.81,5036209.29,45.4657870976596,-73.574710639152
146,Verdun,Elgard,tennis,rue Elgar (tourne-bride),,,orthophotographies,301084.09,5035309.31,45.4577031823754,-73.5475127202215
147,Verdun,Archie-Wilcox,jardins communautaires,boul. Lasalle/rue Melrose,,,orthophotographies,299714.67,5034772.92,45.4528678517425,-73.5650169713038
148,Verdun,Natatorium,piscine,boul. Lasalle/rue Stephens,,accès restreint,orthophotographies,298849.41,5033734.67,45.4435183172986,-73.5760669275707
149,Verdun,Natatorium,piscine,boul. Lasalle/rue Stephens,,accès restreint,orthophotographies,298863.68,5033752.93,45.4436827515381,-73.575884733325
150,Verdun,Natatorium,piscine,boul. Lasalle/rue Stephens,,accès restreint,orthophotographies,298882.28,5033686.51,45.4430852277618,-73.575646168602
151,Verdun,Norman-Dawe,,rue Woodland/rue Bannantyne,,,orthophotographies,298654.19,5034732.6,45.4524965101464,-73.5785749067769
152,Verdun,Adrien-D.Archambault,,Chemin de la Pointe-Sud/rue des Parulines,,,orthophotographies,300831.31,5034326.94,45.4488619304488,-73.5507369114423
153,Verdun,de l'Honorable-George-O'Reilly,,boul. Lasalle/rue Riverview,,,orthophotographies,299154.55,5034048.54,45.446345212171,-73.5721698999103
154,Verdun,de l'Honorable-George-O'Reilly,,boul. Lasalle/rue Godin,,,orthophotographies,299226.23,5034083.27,45.4466583057978,-73.571253956423
155,Verdun,De La Fontaine,tennis,place de la Fontaine (tourne-bride),,,orthophotographies,301333.59,5035991.01,45.4638387384392,-73.5443273472831
156,Verdun,De La Fontaine,,place de la Fontaine (tourne-bride),,,orthophotographies,301274.9,5035926.68,45.4632595718719,-73.5450773947526
157,Verdun,,,Chemin de la Pointe-Nord/rue de la Rotonde,,,orthophotographies,301784.16,5037007.47,45.4729874270676,-73.5385718408805
158,Verdun,de la Reine-Élizabeth,,rue Crawford/rue Penniston,,,orthophotographies,297595.65,5033197.84,45.4386758464251,-73.5920859768643
159,Verdun,Arthur-Therrien,baseball,boul. Gaétan-Laberge,,,orthophotographies,300017.6,5036247.97,45.4661432191555,-73.5611583002149
160,Verdun,Arthur-Therrien,baseball,boul. Gaétan-Laberge,,,orthophotographies,299998.45,5036271.07,45.4663509527397,-73.561403419828
161,Verdun,Labelle,,rue Henri-Duhamel/rue de Verdun,,,orthophotographies,299299.37,5036956.41,45.4725128131732,-73.5703510944878
162,Verdun,Willibrord,,rue Bannantyne/rue Willibrord,,,orthophotographies,298878,5035496.19,45.4593696049074,-73.5757226676873
163,Verdun,Woodland,,rue Woodland/rue Wellington,,,orthophotographies,299541.09,5034672.63,45.4519641070232,-73.5672351528308
164,Verdun,De La Fontaine,,place de la Fontaine (tourne-bride),,,orthophotographies,301392.54,5036011.25,45.4640211579132,-73.5435736539818
165,Verdun,De La Fontaine,,place de la Fontaine (tourne-bride),,,orthophotographies,301374.5,5036071.43,45.4645625987446,-73.5438047638256
166,Verdun,De La Fontaine,,place de la Fontaine/rue Berlioz,,,orthophotographies,301467.79,5035914.1,45.4631473176096,-73.5426107195395
167,Le Sud-Ouest,Brewster,,ave Brewster/rue Saint-Jacques,,,orthophotographies,298364.38,5038083.51,45.4826469881113,-73.5823240386162
168,Le Sud-Ouest,David-Lefebvre,,rue Vinet/rue Quesnel,,,orthophotographies,298740.67,5038485.76,45.4862699828013,-73.5775155295401
169,Le Sud-Ouest,de l'Encan,,boul. Georges-Vanier/rue Notre-Dame Ouest,,,orthophotographies,299122.09,5038330.51,45.4848761802612,-73.5726343253176
170,Le Sud-Ouest,des Cordonniers,,rue Bourget/rue Notre-Dame Ouest,,,orthophotographies,298510.77,5037690.03,45.4791076096942,-73.5804463900214
171,Le Sud-Ouest,Gadbois,,rue des Utilités publiques/chemin de la Côte-Saint-Paul,,,orthophotographies,297337.54,5036387.78,45.4673778042841,-73.5954335341273
172,Le Sud-Ouest,Jacques-Viger,,rue Saint-Philippe/rue Sainte-Philomène,,,orthophotographies,298241.88,5037275.56,45.4753755433897,-73.5838802610298
173,Le Sud-Ouest,Jessie-Maxwell-Smith,,rue Saint-Antoine Ouest/place Richmond,,,orthophotographies,299085.95,5039089.86,45.4917088555216,-73.573105482213
174,Le Sud-Ouest,Polyvalente Saint-Henri,,rue du Couvent/rue Saint-Antoine Ouest,,,orthophotographies,298015.87,5037675.18,45.4789693490225,-73.5867765105778
175,Le Sud-Ouest,Sainte-Cunégonde,,rue Notre-Dame Ouest/rue Charlevoix,,,orthophotographies,298826.61,5038050.03,45.4823498281249,-73.5764108203221
176,Le Sud-Ouest,Vinet,,rue Charlevoix/rue Workman,,,orthophotographies,298840.41,5038126.97,45.4830422871593,-73.5762352264455
177,Le Sud-Ouest,Square Sainte-Élizabeth,,rue du square Sainte-Élizabeth/rue De Courcelle,,,orthophotographies,297537.73,5037223.59,45.4749009247713,-73.5928857645931
